time,target_N,target_E,target_alt,target_vN,target_vE,x0_phi,x1_theta,x2_psi,x3_p,x4_q,x5_r,x6_pN,x7_pE,x8_pD,x9_vN,x10_vE,x11_vD,x12_M1,x13_M2,x14_M3,x15_M4,vN_cmd,vE_cmd,vH_cmd
53.13,24.3322,43.68,0,-0.8736,0.486645,-0.00178097,0.000999275,-5.52777e-07,-2.23174e-05,-2.80767e-05,-1.11179e-06,24.3544,43.7333,0,-0.874753,0.487022,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.8736,0.486645,0
53.14,24.3235,43.6849,0,-0.873697,0.48647,-0.00178119,0.000998994,-5.63395e-07,-2.23174e-05,-2.82356e-05,-1.11179e-06,24.3456,43.7382,0,-0.874851,0.486847,0,0.472106,0.472106,0.472106,0.472106,-0.873697,0.48647,0
53.15,24.3148,43.6897,0,-0.873795,0.486295,-0.00178142,0.000998712,-5.7401e-07,-2.23174e-05,-2.83946e-05,-1.11179e-06,24.3369,43.743,0,-0.874949,0.486672,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.873795,0.486295,0
53.16,24.306,43.6946,0,-0.873892,0.48612,-0.00178164,0.000998428,-5.84622e-07,-2.23174e-05,-2.85535e-05,-1.11179e-06,24.3281,43.7479,0,-0.875047,0.486498,0,0.472106,0.472106,0.472106,0.472106,-0.873892,0.48612,0
53.17,24.2973,43.6995,0,-0.873989,0.485945,-0.00178186,0.000998142,-5.95231e-07,-2.23174e-05,-2.87125e-05,-1.11179e-06,24.3194,43.7528,0,-0.875145,0.486323,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.873989,0.485945,0
53.18,24.2885,43.7043,0,-0.874086,0.485771,-0.00178209,0.000997855,-6.05837e-07,-2.23174e-05,-2.88714e-05,-1.11179e-06,24.3106,43.7576,0,-0.875243,0.486148,0,0.472106,0.472106,0.472106,0.472106,-0.874086,0.485771,0
53.19,24.2798,43.7092,0,-0.874183,0.485596,-0.00178231,0.000997566,-6.16441e-07,-2.23174e-05,-2.90304e-05,-1.11179e-06,24.3019,43.7625,0,-0.875341,0.485973,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.874183,0.485596,0
53.2,24.271,43.714,0,-0.874281,0.485421,-0.00178253,0.000997276,-6.27041e-07,-2.23174e-05,-2.91893e-05,-1.11179e-06,24.2931,43.7674,0,-0.875439,0.485798,0,0.472106,0.472106,0.472106,0.472106,-0.874281,0.485421,0
53.21,24.2623,43.7189,0,-0.874378,0.485246,-0.00178275,0.000996984,-6.37638e-07,-2.23174e-05,-2.93483e-05,-1.11179e-06,24.2843,43.7722,0,-0.875537,0.485624,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.874378,0.485246,0
53.22,24.2536,43.7237,0,-0.874475,0.485071,-0.00178298,0.00099669,-6.48233e-07,-2.23174e-05,-2.95072e-05,-1.11179e-06,24.2756,43.7771,0,-0.875635,0.485449,0,0.472106,0.472106,0.472106,0.472106,-0.874475,0.485071,0
53.23,24.2448,43.7286,0,-0.874572,0.484896,-0.0017832,0.000996395,-6.58825e-07,-2.23174e-05,-2.96662e-05,-1.11179e-06,24.2668,43.7819,0,-0.875732,0.485274,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.874572,0.484896,0
53.24,24.2361,43.7334,0,-0.874669,0.484721,-0.00178342,0.000996099,-6.69414e-07,-2.23174e-05,-2.98251e-05,-1.11179e-06,24.2581,43.7868,0,-0.87583,0.485099,0,0.472106,0.472106,0.472106,0.472106,-0.874669,0.484721,0
53.25,24.2273,43.7383,0,-0.874766,0.484546,-0.00178365,0.0009958,-6.8e-07,-2.23174e-05,-2.9984e-05,-1.11179e-06,24.2493,43.7916,0,-0.875928,0.484924,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.874766,0.484546,0
53.26,24.2186,43.7431,0,-0.874863,0.484371,-0.00178387,0.0009955,-6.90583e-07,-2.23174e-05,-3.0143e-05,-1.11179e-06,24.2406,43.7965,0,-0.876026,0.484749,0,0.472106,0.472106,0.472106,0.472106,-0.874863,0.484371,0
53.27,24.2098,43.748,0,-0.874959,0.484196,-0.00178409,0.000995199,-7.01163e-07,-2.23174e-05,-3.03019e-05,-1.11179e-06,24.2318,43.8013,0,-0.876123,0.484574,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.874959,0.484196,0
53.28,24.2011,43.7528,0,-0.875056,0.484021,-0.00178432,0.000994896,-7.1174e-07,-2.23174e-05,-3.04609e-05,-1.11179e-06,24.223,43.8062,0,-0.876221,0.484399,0,0.472106,0.472106,0.472106,0.472106,-0.875056,0.484021,0
53.29,24.1923,43.7577,0,-0.875153,0.483846,-0.00178454,0.000994591,-7.22314e-07,-2.23174e-05,-3.06198e-05,-1.11179e-06,24.2143,43.811,0,-0.876318,0.484224,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.875153,0.483846,0
53.3,24.1836,43.7625,0,-0.87525,0.483671,-0.00178476,0.000994285,-7.32886e-07,-2.23174e-05,-3.07788e-05,-1.11179e-06,24.2055,43.8159,0,-0.876416,0.484049,0,0.472106,0.472106,0.472106,0.472106,-0.87525,0.483671,0
53.31,24.1748,43.7673,0,-0.875347,0.483496,-0.00178499,0.000993977,-7.43454e-07,-2.23174e-05,-3.09377e-05,-1.11179e-06,24.1968,43.8207,0,-0.876513,0.483874,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.875347,0.483496,0
53.32,24.166,43.7722,0,-0.875443,0.483321,-0.00178521,0.000993668,-7.5402e-07,-2.21982e-05,-3.11364e-05,-1.11179e-06,24.188,43.8255,0,-0.876611,0.483699,0,0.472106,0.472106,0.472106,0.472106,-0.875443,0.483321,0
53.33,24.1573,43.777,0,-0.87554,0.483146,-0.00178543,0.000993357,-7.64582e-07,-2.2079e-05,-3.13351e-05,-1.11179e-06,24.1792,43.8304,0,-0.876708,0.483524,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.87554,0.483146,0
53.34,24.1485,43.7818,0,-0.875637,0.482971,-0.00178565,0.000993043,-7.7514e-07,-2.19598e-05,-3.15338e-05,-1.11179e-06,24.1705,43.8352,0,-0.876806,0.483348,0,0.472106,0.472106,0.472106,0.472106,-0.875637,0.482971,0
53.35,24.1398,43.7867,0,-0.875733,0.482795,-0.00178587,0.000992728,-7.85695e-07,-2.18406e-05,-3.17324e-05,-1.11179e-06,24.1617,43.84,0,-0.876903,0.483173,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.875733,0.482795,0
53.36,24.131,43.7915,0,-0.87583,0.48262,-0.00178609,0.00099241,-7.96246e-07,-2.17214e-05,-3.19311e-05,-1.11179e-06,24.1529,43.8449,0,-0.877001,0.482998,0,0.472106,0.472106,0.472106,0.472106,-0.87583,0.48262,0
53.37,24.1222,43.7963,0,-0.875926,0.482445,-0.00178631,0.000992091,-8.06794e-07,-2.16022e-05,-3.21298e-05,-1.11179e-06,24.1442,43.8497,0,-0.877098,0.482823,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.875926,0.482445,0
53.38,24.1135,43.8011,0,-0.876023,0.48227,-0.00178652,0.00099177,-8.17338e-07,-2.1483e-05,-3.23285e-05,-1.11179e-06,24.1354,43.8545,0,-0.877195,0.482648,0,0.472106,0.472106,0.472106,0.472106,-0.876023,0.48227,0
53.39,24.1047,43.806,0,-0.876119,0.482095,-0.00178674,0.000991447,-8.27878e-07,-2.13638e-05,-3.25272e-05,-1.11179e-06,24.1266,43.8594,0,-0.877293,0.482472,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.876119,0.482095,0
53.4,24.096,43.8108,0,-0.876216,0.481919,-0.00178695,0.000991121,-8.38415e-07,-2.12445e-05,-3.27258e-05,-1.11179e-06,24.1178,43.8642,0,-0.87739,0.482297,0,0.472106,0.472106,0.472106,0.472106,-0.876216,0.481919,0
53.41,24.0872,43.8156,0,-0.876312,0.481744,-0.00178716,0.000990794,-8.48948e-07,-2.11253e-05,-3.29245e-05,-1.11179e-06,24.1091,43.869,0,-0.877487,0.482122,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.876312,0.481744,0
53.42,24.0784,43.8204,0,-0.876408,0.481569,-0.00178738,0.000990465,-8.59477e-07,-2.10061e-05,-3.31232e-05,-1.11179e-06,24.1003,43.8738,0,-0.877584,0.481946,0,0.472106,0.472106,0.472106,0.472106,-0.876408,0.481569,0
53.43,24.0697,43.8252,0,-0.876505,0.481393,-0.00178759,0.000990134,-8.70003e-07,-2.08869e-05,-3.33219e-05,-1.11179e-06,24.0915,43.8787,0,-0.877681,0.481771,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.876505,0.481393,0
53.44,24.0609,43.83,0,-0.876601,0.481218,-0.00178779,0.0009898,-8.80525e-07,-2.07677e-05,-3.35206e-05,-1.11179e-06,24.0827,43.8835,0,-0.877779,0.481596,0,0.472106,0.472106,0.472106,0.472106,-0.876601,0.481218,0
53.45,24.0521,43.8349,0,-0.876697,0.481043,-0.001788,0.000989465,-8.91044e-07,-2.06485e-05,-3.37193e-05,-1.11179e-06,24.074,43.8883,0,-0.877876,0.48142,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.876697,0.481043,0
53.46,24.0434,43.8397,0,-0.876793,0.480867,-0.00178821,0.000989128,-9.01559e-07,-2.05293e-05,-3.39179e-05,-1.11179e-06,24.0652,43.8931,0,-0.877973,0.481245,0,0.472106,0.472106,0.472106,0.472106,-0.876793,0.480867,0
53.47,24.0346,43.8445,0,-0.87689,0.480692,-0.00178841,0.000988789,-9.1207e-07,-2.04101e-05,-3.41166e-05,-1.11179e-06,24.0564,43.8979,0,-0.87807,0.481069,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.87689,0.480692,0
53.48,24.0258,43.8493,0,-0.876986,0.480516,-0.00178862,0.000988447,-9.22578e-07,-2.02909e-05,-3.43153e-05,-1.11179e-06,24.0476,43.9027,0,-0.878167,0.480894,0,0.472106,0.472106,0.472106,0.472106,-0.876986,0.480516,0
53.49,24.0171,43.8541,0,-0.877082,0.480341,-0.00178882,0.000988104,-9.33082e-07,-2.01717e-05,-3.4514e-05,-1.11179e-06,24.0388,43.9075,0,-0.878264,0.480719,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.877082,0.480341,0
53.5,24.0083,43.8589,0,-0.877178,0.480166,-0.00178902,0.000987759,-9.43582e-07,-2.00525e-05,-3.47127e-05,-1.11179e-06,24.03,43.9123,0,-0.878361,0.480543,0,0.472106,0.472106,0.472106,0.472106,-0.877178,0.480166,0
53.51,23.9995,43.8637,0,-0.877274,0.47999,-0.00178922,0.000987412,-9.54079e-07,-1.99332e-05,-3.49113e-05,-1.11179e-06,24.0213,43.9171,0,-0.878458,0.480368,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.877274,0.47999,0
53.52,23.9907,43.8685,0,-0.87737,0.479815,-0.00178942,0.000987063,-9.64572e-07,-1.99332e-05,-3.52292e-05,-1.11179e-06,24.0125,43.9219,0,-0.878555,0.480192,0,0.472106,0.472106,0.472106,0.472106,-0.87737,0.479815,0
53.53,23.982,43.8733,0,-0.877466,0.479639,-0.00178962,0.000986711,-9.7506e-07,-1.99332e-05,-3.55471e-05,-1.11179e-06,24.0037,43.9268,0,-0.878651,0.480016,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.877466,0.479639,0
53.54,23.9732,43.8781,0,-0.877562,0.479464,-0.00178982,0.000986355,-9.85542e-07,-1.99332e-05,-3.5865e-05,-1.11179e-06,23.9949,43.9315,0,-0.878748,0.479841,0,0.472106,0.472106,0.472106,0.472106,-0.877562,0.479464,0
53.55,23.9644,43.8829,0,-0.877658,0.479288,-0.00179002,0.000985996,-9.96017e-07,-1.99332e-05,-3.61829e-05,-1.11179e-06,23.9861,43.9363,0,-0.878845,0.479665,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.877658,0.479288,0
53.56,23.9556,43.8877,0,-0.877753,0.479112,-0.00179022,0.000985635,-1.00649e-06,-1.99332e-05,-3.65008e-05,-1.11179e-06,23.9773,43.9411,0,-0.878942,0.47949,0,0.472106,0.472106,0.472106,0.472106,-0.877753,0.479112,0
53.57,23.9468,43.8925,0,-0.877849,0.478937,-0.00179042,0.000985269,-1.01695e-06,-1.99332e-05,-3.68187e-05,-1.11179e-06,23.9685,43.9459,0,-0.879038,0.479314,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.877849,0.478937,0
53.58,23.9381,43.8973,0,-0.877945,0.478761,-0.00179062,0.000984901,-1.02741e-06,-1.99332e-05,-3.71366e-05,-1.11179e-06,23.9598,43.9507,0,-0.879135,0.479138,0,0.472106,0.472106,0.472106,0.472106,-0.877945,0.478761,0
53.59,23.9293,43.902,0,-0.878041,0.478586,-0.00179082,0.00098453,-1.03786e-06,-1.99332e-05,-3.74545e-05,-1.11179e-06,23.951,43.9555,0,-0.879232,0.478963,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878041,0.478586,0
53.6,23.9205,43.9068,0,-0.878137,0.47841,-0.00179102,0.000984155,-1.04831e-06,-1.99332e-05,-3.77723e-05,-1.11179e-06,23.9422,43.9603,0,-0.879328,0.478787,0,0.472106,0.472106,0.472106,0.472106,-0.878137,0.47841,0
53.61,23.9117,43.9116,0,-0.878232,0.478234,-0.00179122,0.000983778,-1.05875e-06,-1.99332e-05,-3.80902e-05,-1.11179e-06,23.9334,43.9651,0,-0.879425,0.478611,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878232,0.478234,0
53.62,23.9029,43.9164,0,-0.878328,0.478059,-0.00179142,0.000983397,-1.06919e-06,-1.99332e-05,-3.84081e-05,-1.11179e-06,23.9246,43.9699,0,-0.879521,0.478436,0,0.472106,0.472106,0.472106,0.472106,-0.878328,0.478059,0
53.63,23.8941,43.9212,0,-0.878424,0.477883,-0.00179162,0.000983013,-1.07962e-06,-1.99332e-05,-3.8726e-05,-1.11179e-06,23.9158,43.9747,0,-0.879618,0.47826,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878424,0.477883,0
53.64,23.8854,43.926,0,-0.878519,0.477707,-0.00179181,0.000982625,-1.09004e-06,-1.99332e-05,-3.90439e-05,-1.11179e-06,23.907,43.9795,0,-0.879714,0.478084,0,0.472106,0.472106,0.472106,0.472106,-0.878519,0.477707,0
53.65,23.8766,43.9307,0,-0.878615,0.477531,-0.00179201,0.000982235,-1.10046e-06,-1.99332e-05,-3.93618e-05,-1.11179e-06,23.8982,43.9842,0,-0.879811,0.477908,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878615,0.477531,0
53.66,23.8678,43.9355,0,-0.87871,0.477356,-0.00179221,0.000981841,-1.11087e-06,-1.99332e-05,-3.96797e-05,-1.11179e-06,23.8894,43.989,0,-0.879907,0.477733,0,0.472106,0.472106,0.472106,0.472106,-0.87871,0.477356,0
53.67,23.859,43.9403,0,-0.878806,0.47718,-0.00179241,0.000981444,-1.12128e-06,-1.99332e-05,-3.99976e-05,-1.11179e-06,23.8806,43.9938,0,-0.880003,0.477557,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878806,0.47718,0
53.68,23.8502,43.9451,0,-0.878901,0.477004,-0.00179261,0.000981044,-1.13168e-06,-1.99332e-05,-4.03155e-05,-1.11179e-06,23.8718,43.9986,0,-0.8801,0.477381,0,0.472106,0.472106,0.472106,0.472106,-0.878901,0.477004,0
53.69,23.8414,43.9498,0,-0.878996,0.476828,-0.00179281,0.000980641,-1.14207e-06,-1.99332e-05,-4.06334e-05,-1.11179e-06,23.863,44.0033,0,-0.880196,0.477205,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.878996,0.476828,0
53.7,23.8326,43.9546,0,-0.879092,0.476652,-0.00179301,0.000980235,-1.15246e-06,-1.99332e-05,-4.09513e-05,-1.11179e-06,23.8542,44.0081,0,-0.880292,0.477029,0,0.472106,0.472106,0.472106,0.472106,-0.879092,0.476652,0
53.71,23.8238,43.9594,0,-0.879187,0.476477,-0.00179321,0.000979825,-1.16285e-06,-1.99332e-05,-4.12691e-05,-1.11179e-06,23.8454,44.0129,0,-0.880388,0.476853,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.879187,0.476477,0
53.72,23.815,43.9641,0,-0.879282,0.476301,-0.00179341,0.000979413,-1.17323e-06,-1.99332e-05,-4.1587e-05,-1.11179e-06,23.8366,44.0177,0,-0.880484,0.476678,0,0.472106,0.472106,0.472106,0.472106,-0.879282,0.476301,0
53.73,23.8062,43.9689,0,-0.879378,0.476125,-0.00179361,0.000978997,-1.1836e-06,-1.99332e-05,-4.19049e-05,-1.11179e-06,23.8278,44.0224,0,-0.88058,0.476502,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.879378,0.476125,0
53.74,23.7974,43.9736,0,-0.879473,0.475949,-0.00179381,0.000978578,-1.19396e-06,-1.99332e-05,-4.22228e-05,-1.11179e-06,23.819,44.0272,0,-0.880676,0.476326,0,0.472106,0.472106,0.472106,0.472106,-0.879473,0.475949,0
53.75,23.7886,43.9784,0,-0.879568,0.475773,-0.00179401,0.000978155,-1.20432e-06,-1.99332e-05,-4.25407e-05,-1.11179e-06,23.8102,44.0319,0,-0.880772,0.47615,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.879568,0.475773,0
53.76,23.7799,43.9832,0,-0.879663,0.475597,-0.00179421,0.00097773,-1.21468e-06,-1.99332e-05,-4.28586e-05,-1.11179e-06,23.8014,44.0367,0,-0.880868,0.475974,0,0.472106,0.472106,0.472106,0.472106,-0.879663,0.475597,0
53.77,23.7711,43.9879,0,-0.879758,0.475421,-0.00179441,0.000977301,-1.22503e-06,-1.99332e-05,-4.31765e-05,-1.11179e-06,23.7926,44.0415,0,-0.880964,0.475798,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.879758,0.475421,0
53.78,23.7623,43.9927,0,-0.879853,0.475245,-0.0017946,0.00097687,-1.23537e-06,-1.99332e-05,-4.34944e-05,-1.11179e-06,23.7837,44.0462,0,-0.88106,0.475622,0,0.472106,0.472106,0.472106,0.472106,-0.879853,0.475245,0
53.79,23.7535,43.9974,0,-0.879948,0.475069,-0.0017948,0.000976435,-1.24571e-06,-1.99332e-05,-4.38123e-05,-1.11179e-06,23.7749,44.051,0,-0.881156,0.475446,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.879948,0.475069,0
53.8,23.7447,44.0022,0,-0.880044,0.474893,-0.001795,0.000975996,-1.25604e-06,-1.99332e-05,-4.41302e-05,-1.11179e-06,23.7661,44.0557,0,-0.881252,0.475269,0,0.472106,0.472106,0.472106,0.472106,-0.880044,0.474893,0
53.81,23.7358,44.0069,0,-0.880139,0.474717,-0.0017952,0.000975555,-1.26637e-06,-1.99332e-05,-4.4448e-05,-1.11179e-06,23.7573,44.0605,0,-0.881347,0.475093,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.880139,0.474717,0
53.82,23.727,44.0117,0,-0.880233,0.474541,-0.0017954,0.000975111,-1.27669e-06,-1.99332e-05,-4.47659e-05,-1.11179e-06,23.7485,44.0652,0,-0.881443,0.474917,0,0.472106,0.472106,0.472106,0.472106,-0.880233,0.474541,0
53.83,23.7182,44.0164,0,-0.880328,0.474365,-0.0017956,0.000974663,-1.287e-06,-1.99332e-05,-4.50838e-05,-1.11179e-06,23.7397,44.07,0,-0.881539,0.474741,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.880328,0.474365,0
53.84,23.7094,44.0212,0,-0.880423,0.474189,-0.0017958,0.000974212,-1.29731e-06,-1.99332e-05,-4.54017e-05,-1.11179e-06,23.7309,44.0747,0,-0.881634,0.474565,0,0.472106,0.472106,0.472106,0.472106,-0.880423,0.474189,0
53.85,23.7006,44.0259,0,-0.880518,0.474013,-0.001796,0.000973758,-1.30761e-06,-1.99332e-05,-4.57196e-05,-1.11179e-06,23.722,44.0795,0,-0.88173,0.474389,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.880518,0.474013,0
53.86,23.6918,44.0306,0,-0.880613,0.473836,-0.0017962,0.000973301,-1.31791e-06,-1.99332e-05,-4.60375e-05,-1.11179e-06,23.7132,44.0842,0,-0.881826,0.474213,0,0.472106,0.472106,0.472106,0.472106,-0.880613,0.473836,0
53.87,23.683,44.0354,0,-0.880708,0.47366,-0.0017964,0.00097284,-1.3282e-06,-1.99332e-05,-4.63554e-05,-1.11179e-06,23.7044,44.089,0,-0.881921,0.474036,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.880708,0.47366,0
53.88,23.6742,44.0401,0,-0.880802,0.473484,-0.0017966,0.000972377,-1.33848e-06,-1.99332e-05,-4.66733e-05,-1.11179e-06,23.6956,44.0937,0,-0.882016,0.47386,0,0.472106,0.472106,0.472106,0.472106,-0.880802,0.473484,0
53.89,23.6654,44.0449,0,-0.880897,0.473308,-0.0017968,0.00097191,-1.34876e-06,-1.99332e-05,-4.69912e-05,-1.11179e-06,23.6868,44.0984,0,-0.882112,0.473684,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.880897,0.473308,0
53.9,23.6566,44.0496,0,-0.880992,0.473132,-0.001797,0.00097144,-1.35904e-06,-1.99332e-05,-4.73091e-05,-1.11179e-06,23.678,44.1032,0,-0.882207,0.473508,0,0.472106,0.472106,0.472106,0.472106,-0.880992,0.473132,0
53.91,23.6478,44.0543,0,-0.881086,0.472955,-0.0017972,0.000970967,-1.3693e-06,-1.99332e-05,-4.7468e-05,-1.11179e-06,23.6691,44.1079,0,-0.882303,0.473331,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.881086,0.472955,0
53.92,23.639,44.059,0,-0.881181,0.472779,-0.0017974,0.000970492,-1.37957e-06,-1.99332e-05,-4.76269e-05,-1.11179e-06,23.6603,44.1127,0,-0.882398,0.473155,0,0.472106,0.472106,0.472106,0.472106,-0.881181,0.472779,0
53.93,23.6301,44.0638,0,-0.881275,0.472603,-0.00179759,0.000970016,-1.38983e-06,-1.99332e-05,-4.77859e-05,-1.11179e-06,23.6515,44.1174,0,-0.882493,0.472979,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.881275,0.472603,0
53.94,23.6213,44.0685,0,-0.88137,0.472427,-0.00179779,0.000969538,-1.40009e-06,-1.99332e-05,-4.79448e-05,-1.11179e-06,23.6427,44.1221,0,-0.882588,0.472802,0,0.472106,0.472106,0.472106,0.472106,-0.88137,0.472427,0
53.95,23.6125,44.0732,0,-0.881464,0.47225,-0.00179799,0.000969059,-1.41035e-06,-1.99332e-05,-4.81038e-05,-1.11179e-06,23.6338,44.1268,0,-0.882683,0.472626,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.881464,0.47225,0
53.96,23.6037,44.0779,0,-0.881559,0.472074,-0.00179819,0.000968578,-1.4206e-06,-1.99332e-05,-4.82627e-05,-1.11179e-06,23.625,44.1316,0,-0.882778,0.47245,0,0.472106,0.472106,0.472106,0.472106,-0.881559,0.472074,0
53.97,23.5949,44.0827,0,-0.881653,0.471898,-0.00179839,0.000968095,-1.43085e-06,-1.99332e-05,-4.84217e-05,-1.11179e-06,23.6162,44.1363,0,-0.882873,0.472273,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.881653,0.471898,0
53.98,23.5861,44.0874,0,-0.881748,0.471721,-0.00179859,0.000967611,-1.4411e-06,-1.99332e-05,-4.85806e-05,-1.11179e-06,23.6073,44.141,0,-0.882968,0.472097,0,0.472106,0.472106,0.472106,0.472106,-0.881748,0.471721,0
53.99,23.5772,44.0921,0,-0.881842,0.471545,-0.00179879,0.000967125,-1.45134e-06,-1.99332e-05,-4.87396e-05,-1.11179e-06,23.5985,44.1457,0,-0.883063,0.47192,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.881842,0.471545,0
54,23.5684,44.0968,0,-0.881936,0.471368,-0.00179899,0.000966638,-1.46158e-06,-1.99332e-05,-4.88985e-05,-1.11179e-06,23.5897,44.1505,0,-0.883158,0.471744,0,0.472106,0.472106,0.472106,0.472106,-0.881936,0.471368,0
54.01,23.5596,44.1015,0,-0.882031,0.471192,-0.00179919,0.000966149,-1.47182e-06,-1.99332e-05,-4.90575e-05,-1.11179e-06,23.5809,44.1552,0,-0.883253,0.471568,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882031,0.471192,0
54.02,23.5508,44.1062,0,-0.882125,0.471016,-0.00179939,0.000965658,-1.48205e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.572,44.1599,0,-0.883348,0.471391,0,0.472106,0.472106,0.472106,0.472106,-0.882125,0.471016,0
54.03,23.542,44.111,0,-0.882219,0.470839,-0.00179959,0.000965166,-1.49229e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5632,44.1646,0,-0.883442,0.471215,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882219,0.470839,0
54.04,23.5331,44.1157,0,-0.882313,0.470663,-0.00179979,0.000964674,-1.50252e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5544,44.1693,0,-0.883537,0.471038,0,0.472106,0.472106,0.472106,0.472106,-0.882313,0.470663,0
54.05,23.5243,44.1204,0,-0.882407,0.470486,-0.00179999,0.000964181,-1.51275e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5455,44.174,0,-0.883632,0.470861,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882407,0.470486,0
54.06,23.5155,44.1251,0,-0.882501,0.47031,-0.00180019,0.000963689,-1.52298e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5367,44.1787,0,-0.883726,0.470685,0,0.472106,0.472106,0.472106,0.472106,-0.882501,0.47031,0
54.07,23.5067,44.1298,0,-0.882596,0.470133,-0.00180038,0.000963197,-1.53321e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5278,44.1834,0,-0.883821,0.470508,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882596,0.470133,0
54.08,23.4978,44.1345,0,-0.88269,0.469957,-0.00180058,0.000962705,-1.54345e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.519,44.1881,0,-0.883915,0.470332,0,0.472106,0.472106,0.472106,0.472106,-0.88269,0.469957,0
54.09,23.489,44.1392,0,-0.882784,0.46978,-0.00180078,0.000962213,-1.55368e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5102,44.1928,0,-0.88401,0.470155,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882784,0.46978,0
54.1,23.4802,44.1439,0,-0.882877,0.469603,-0.00180098,0.00096172,-1.56391e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.5013,44.1975,0,-0.884104,0.469978,0,0.472106,0.472106,0.472106,0.472106,-0.882877,0.469603,0
54.11,23.4713,44.1486,0,-0.882971,0.469427,-0.00180118,0.000961228,-1.57414e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.4925,44.2022,0,-0.884199,0.469802,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.882971,0.469427,0
54.12,23.4625,44.1533,0,-0.883065,0.46925,-0.00180138,0.000960736,-1.58437e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.4836,44.2069,0,-0.884293,0.469625,0,0.472106,0.472106,0.472106,0.472106,-0.883065,0.46925,0
54.13,23.4537,44.158,0,-0.883159,0.469073,-0.00180158,0.000960244,-1.5946e-06,-1.99332e-05,-4.92164e-05,-1.11179e-06,23.4748,44.2116,0,-0.884387,0.469448,2.00272e-07,0.472106,0.472106,0.472106,0.472106,-0.883159,0.469073,0
